goos: linux
goarch: amd64
pkg: github.com/RoaringBitmap/roaring/v2
cpu: INTEL(R) XEON(R) GOLD 6548N
BenchmarkOrs/two-by-two-128                     	    1378	   1046481 ns/op	  113073 B/op	    3495 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2974939	       204.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2735602	       201.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2953491	       203.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2980282	       223.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  294754	      1985 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  293534	      1981 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  295137	      1983 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  245415	      2288 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  292694	      1987 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  295485	      1985 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  244668	      2076 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/RankViaTwoRanks-128       	  296265	      1982 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	26501779	        18.95 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	32019786	        18.16 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	32190754	        18.55 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	32036552	        18.59 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	26349666	        19.34 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	32120617	        18.46 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	32136168	        18.57 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1/CardinalityInRange-128    	32215514	        18.51 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  295081	      1987 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  294788	      2027 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  294838	      1987 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  295602	      1986 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  259010	      2021 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  294951	      1988 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  297073	      2066 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/RankViaTwoRanks-128      	  244742	      2073 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8275735	        65.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8462940	        65.63 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 7379830	        68.28 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8355640	        72.35 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8449398	        65.67 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8301085	        65.66 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8428479	        67.62 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=10/CardinalityInRange-128   	 8449957	        73.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  296024	      2022 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  242883	      2145 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  312841	      1973 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  289588	      1989 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  293580	      2086 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  292858	      2002 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  246194	      2073 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/RankViaTwoRanks-128     	  296371	      1985 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2511894	       224.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2605558	       223.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2390577	       225.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2548584	       223.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2813262	       225.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2611938	       223.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 2603494	       223.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=100/CardinalityInRange-128  	 3018860	       220.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  292180	      1962 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  235488	      2152 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  247759	      2049 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  265581	      2014 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  296571	      2094 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  246141	      2236 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  240734	      2130 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/RankViaTwoRanks-128    	  272335	      1983 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  349899	      1661 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  353406	      1681 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  297552	      1698 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  353928	      1691 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  287226	      1765 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  338364	      1705 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  348920	      1667 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=1000/rangeSpan=1000/CardinalityInRange-128 	  350031	      1751 ns/op	       0 B/op	       0 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     487	   1317488 ns/op	  334768 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     514	   1276488 ns/op	  334768 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     470	   1265575 ns/op	  334769 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     492	   1312966 ns/op	  334768 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     468	   1242941 ns/op	  334768 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     468	   1232028 ns/op	  334769 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     474	   1268137 ns/op	  334769 B/op	     257 allocs/op
BenchmarkFastOrRunContainers-128                                                  	     453	   1277250 ns/op	  334768 B/op	     257 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1516000	       375.5 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1338628	       416.3 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1405508	       415.0 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1400222	       422.7 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1403851	       413.9 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1463006	       417.5 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1410240	       422.3 ns/op	       0 B/op	       0 allocs/op
Benchmark100OrigNumberOfTrailingZeros-128                                         	 1401883	       422.8 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	 9607158	        56.09 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	 9922508	        55.59 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	 9761845	        58.07 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	11019013	        56.84 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	10060159	        50.58 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	 9308832	        57.61 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	10317142	        55.83 ns/op	       0 B/op	       0 allocs/op
Benchmark100CountTrailingZeros-128                                                	 9151969	        55.96 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	      99	  10862022 ns/op	 1019681 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	     100	  11095196 ns/op	 1019680 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	      99	  11682559 ns/op	 1019680 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	     100	  11550170 ns/op	 1019680 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	     100	  10679566 ns/op	 1019681 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	      56	  11206013 ns/op	 1019682 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	     100	  12028121 ns/op	 1019681 B/op	    3084 allocs/op
BenchmarkIntersectionLargeRoaring-128                                             	     100	  11399262 ns/op	 1019680 B/op	    3084 allocs/op
BenchmarkPopcount-128                                                             	15125858	        40.55 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	13089170	        40.23 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	16670446	        39.77 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	13400778	        39.61 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	13346355	        40.80 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	13322869	        39.95 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	13191841	        40.41 ns/op	       0 B/op	       0 allocs/op
BenchmarkPopcount-128                                                             	13489789	        40.15 ns/op	       0 B/op	       0 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   61021	     11194 ns/op	 823.98 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   58250	     10868 ns/op	 848.71 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   57806	     10449 ns/op	 882.80 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   57193	     10345 ns/op	 891.66 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   56546	     10309 ns/op	 894.72 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   59971	     10278 ns/op	 897.47 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   59138	      9918 ns/op	 930.02 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=false-128                                   	   62702	      9462 ns/op	 974.85 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   62722	      9592 ns/op	 961.65 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   61717	      9494 ns/op	 971.54 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   63974	      9637 ns/op	 957.18 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   64603	      9590 ns/op	 961.84 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   62184	      9546 ns/op	 966.23 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   61914	      9506 ns/op	 970.29 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   61418	      9643 ns/op	 956.57 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/bitmap-4097,doCopy=true-128                                    	   63867	      9822 ns/op	 939.16 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   83050	      7520 ns/op	 137.23 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   86878	      7442 ns/op	 138.68 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   82310	      7196 ns/op	 143.41 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   80635	      7651 ns/op	 134.89 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   83566	      7196 ns/op	 143.41 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   85970	      7417 ns/op	 139.15 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   88042	      7330 ns/op	 140.78 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=false-128                                      	   79344	      7189 ns/op	 143.55 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   82366	      7243 ns/op	 142.49 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   78268	      7304 ns/op	 141.29 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   82045	      7772 ns/op	 132.78 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   81841	      7468 ns/op	 138.20 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   83071	      7073 ns/op	 145.91 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   84795	      7474 ns/op	 138.08 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   82880	      7305 ns/op	 141.27 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/run-4098,doCopy=true-128                                       	   82896	      7136 ns/op	 144.62 MB/s	    8224 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   20444	     29633 ns/op	 311.00 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   19964	     29033 ns/op	 317.43 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   21055	     30699 ns/op	 300.20 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   20433	     28793 ns/op	 320.08 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   20344	     30058 ns/op	 306.61 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   20941	     28382 ns/op	 324.72 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   22946	     29889 ns/op	 308.34 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=false-128                                    	   22497	     30351 ns/op	 303.65 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   19988	     32512 ns/op	 283.47 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   19604	     29538 ns/op	 312.00 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   18651	     27907 ns/op	 330.24 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   19870	     31039 ns/op	 296.92 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   20541	     29162 ns/op	 316.03 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   19203	     30406 ns/op	 303.10 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   21216	     30053 ns/op	 306.66 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/array-4096,doCopy=true-128                                     	   19885	     29086 ns/op	 316.86 MB/s	    8216 B/op	       2 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   23935	     25495 ns/op	2206.51 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   25142	     24376 ns/op	2307.89 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   20800	     24881 ns/op	2261.00 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   23614	     24437 ns/op	2302.10 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   23716	     25385 ns/op	2216.14 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   24740	     25130 ns/op	2238.61 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   24621	     24673 ns/op	2280.02 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=false-128                       	   24385	     24036 ns/op	2340.44 MB/s	    8352 B/op	       6 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	   10000	     56362 ns/op	 998.12 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	   10000	     56654 ns/op	 992.98 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	   10000	     51844 ns/op	1085.10 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	    9855	     54883 ns/op	1025.01 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	   10000	     53215 ns/op	1057.14 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	    9648	     52358 ns/op	1074.45 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	   10000	     54506 ns/op	1032.11 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromDense/bitmaps-and-runs-300000,doCopy=true-128                        	   10000	     53946 ns/op	1042.82 MB/s	   41120 B/op	      10 allocs/op
BenchmarkFromBitmap16-128                                                         	   16261	     37124 ns/op	    9496 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16078	     37431 ns/op	    9752 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16243	     37448 ns/op	    9752 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16200	     36838 ns/op	    9496 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16375	     37686 ns/op	    9752 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16335	     36926 ns/op	    9496 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16491	     37494 ns/op	    9752 B/op	       2 allocs/op
BenchmarkFromBitmap16-128                                                         	   16041	     37159 ns/op	    9752 B/op	       2 allocs/op
PASS
ok  	github.com/RoaringBitmap/roaring/v2	1177.992s
